Policy Number,Start Date,Last Paid Date,Tenure (Years),Date of Purchase,Customer ID,Sum Assured MUR/Coverage Amount,Premium Amount,Payment Frequency,Loan Eligible,Loan Amount Allowed,Underwriting expenses,Sales Agent Code,Purchase Month,Purchase Quarter,Purchase Year,Policy Anniversary Date,Claim ID,Policy Type Code,Policy Code,Policy Status,State,RM ID,Zonal Manager ID
IGD-POL-193146,02-09-2015,10-Aug-17,25,02-Sep-15,CUST-440327,1844793.23,61433.57,Annually,No,0.0,8780.75,AGT-5467,September,Q3,2015,02-Sep-16,CLM-709539,TR-ENDD989,ILG-IGMU-9829,Surrendered,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-363568,24-03-2015,25-Jul-25,10,24-Mar-15,CUST-984027,786180.31,29809.96,Monthly,Yes,491798.12,5194.91,AGT-1465,March,Q1,2015,24-Mar-16,CLM-216250,TR-ENDD989,ILG-IGMU-9829,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-678632,24-11-2015,22-Dec-25,5,24-Nov-15,CUST-328504,4460438.65,39931.34,Quarterly,Yes,1551361.23,3271.15,AGT-4509,November,Q4,2015,24-Nov-16,CLM-723476,TR-ENDD989,WBM-IGMU-9833,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-726251,21-10-2015,03-Jan-25,10,21-Oct-15,CUST-456442,690246.07,13236.41,Quarterly,Yes,169951.3,1013.52,AGT-3465,October,Q4,2015,21-Oct-16,CLM-613156,TR-UNCD988,UGM-IGMU-9834,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-123956,23-02-2015,16-May-25,20,23-Feb-15,CUST-813907,1847447.84,71674.34,Monthly,No,0.0,3561.58,AGT-3465,February,Q1,2015,23-Feb-16,CLM-331240,TR-WHCD968,WLS-IGMU-9814,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-488010,08-08-2015,23-Jan-25,20,08-Aug-15,CUST-971175,1624034.4,40759.3,Monthly,No,0.0,3036.61,AGT-4594,August,Q3,2015,08-Aug-16,CLM-312730,TR-WHCD968,IPM-IGMU-9832,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-526025,04-04-2015,25-Sep-25,25,04-Apr-15,CUST-499152,1833564.93,88616.87,Quarterly,No,0.0,12092.07,AGT-5945,April,Q2,2015,04-Apr-16,CLM-958115,TR-WHCD968,WLS-IGMU-9814,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-508867,22-05-2015,05-Mar-25,25,22-May-15,CUST-124379,1371929.66,55023.29,Quarterly,No,0.0,6744.34,AGT-1800,May,Q2,2015,22-May-16,CLM-324109,TR-WHCD968,FPP-IGMU-9813,Active,Beau Bassin-Rose Hill,RMC9F7L5,ZMN8K2L1
IGD-POL-904674,08-07-2015,07-Sep-25,15,08-Jul-15,CUST-887667,297810.69,9141.66,Monthly,Yes,125839.31,813.46,AGT-5467,July,Q3,2015,08-Jul-16,CLM-713277,TR-ENDD989,WBM-IGMU-9833,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-724528,26-08-2015,11-Aug-25,10,26-Aug-15,CUST-355484,3408247.26,30522.72,Annually,No,0.0,4326.08,AGT-3465,August,Q3,2015,26-Aug-16,CLM-336401,TR-UNCD988,RSP-IGMU-9856,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-881165,15-01-2015,14-Jan-25,5,15-Jan-15,CUST-443260,5231696.15,25109.88,Annually,Yes,2309456.85,1602.25,AGT-1465,January,Q1,2015,15-Jan-16,CLM-581567,TR-UNCD988,UGM-IGMU-9834,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-813964,05-01-2015,16-Jun-19,5,05-Jan-15,CUST-781874,2963670.56,73219.62,Annually,Yes,838400.49,10837.34,AGT-1800,January,Q1,2015,05-Jan-16,CLM-407477,TR-UNCD988,UGM-IGMU-9834,Surrendered,Beau Bassin-Rose Hill,RMC9F7L5,ZMN8K2L1
IGD-POL-586060,13-12-2015,23-Dec-25,10,13-Dec-15,CUST-149763,3137119.13,29978.46,Annually,No,0.0,2412.02,AGT-5945,December,Q4,2015,13-Dec-16,CLM-998746,TR-ENDD989,ILG-IGMU-9829,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-470655,25-08-2015,21-Dec-25,20,25-Aug-15,CUST-330075,4862886.65,25762.51,Quarterly,Yes,2771374.23,1952.29,AGT-5980,August,Q3,2015,25-Aug-16,CLM-752340,TR-WHCD968,FPP-IGMU-9813,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-189208,04-11-2015,14-Jun-25,5,04-Nov-15,CUST-667483,1982987.83,56645.38,Quarterly,No,0.0,10167.11,AGT-1465,November,Q4,2015,04-Nov-16,CLM-885760,TR-ENDD989,SGT-IGMU-9812,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-524947,18-11-2015,16-Jul-18,5,18-Nov-15,CUST-519436,2422821.5,42124.03,Monthly,No,0.0,6945.36,AGT-6578,November,Q4,2015,18-Nov-16,CLM-250760,TR-ENDD989,ILG-IGMU-9829,Surrendered,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-586323,06-11-2015,28-Nov-25,20,06-Nov-15,CUST-845217,795136.7,70697.43,Quarterly,No,0.0,5639.06,AGT-4594,November,Q4,2015,06-Nov-16,CLM-687621,TR-WHCD968,IPM-IGMU-9832,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-987802,27-05-2015,03-Feb-25,5,27-May-15,CUST-253311,4023469.45,3868.51,Quarterly,Yes,2411068.76,300.0,AGT-3567,May,Q2,2015,27-May-16,CLM-428622,TR-WHCD968,WLS-IGMU-9814,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-906646,14-08-2015,18-Jun-25,5,14-Aug-15,CUST-767346,4007329.99,56402.86,Monthly,Yes,1318686.21,7308.97,AGT-3150,August,Q3,2015,14-Aug-16,CLM-773229,TR-ENDD989,SGT-IGMU-9812,Active,Savanne,RMS4B9K2,ZMS5Q4R2
IGD-POL-165146,06-02-2015,14-Aug-25,15,06-Feb-15,CUST-214143,3722892.46,44722.24,Monthly,No,0.0,4324.7,AGT-7898,February,Q1,2015,06-Feb-16,CLM-473789,TR-ENDD989,WBM-IGMU-9833,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-311421,15-04-2015,26-Jan-25,10,15-Apr-15,CUST-675596,1953369.74,54375.5,Quarterly,Yes,1244504.39,4662.76,AGT-2941,April,Q2,2015,15-Apr-16,CLM-355298,TR-WHCD968,IPM-IGMU-9832,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-776557,19-04-2015,10-May-25,20,19-Apr-15,CUST-636041,370717.39,43029.42,Quarterly,Yes,223939.77,6443.27,AGT-3567,April,Q2,2015,19-Apr-16,CLM-485324,TR-WHCD968,FPP-IGMU-9813,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-246464,06-06-2015,20-Jan-25,15,06-Jun-15,CUST-267073,2880263.72,76902.84,Monthly,Yes,1575619.23,7413.31,AGT-3465,June,Q2,2015,06-Jun-16,CLM-159886,TR-ENDD989,ILG-IGMU-9829,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-597691,02-08-2015,01-Sep-18,5,02-Aug-15,CUST-439370,4882464.08,33494.21,Monthly,Yes,3173050.71,2587.16,AGT-1909,August,Q3,2015,02-Aug-16,CLM-470982,TR-ENDD989,WBM-IGMU-9833,Lapsed,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-195475,02-04-2015,25-Jun-25,5,02-Apr-15,CUST-711317,4510332.73,58279.74,Quarterly,Yes,2134065.53,9490.24,AGT-4594,April,Q2,2015,02-Apr-16,CLM-109323,TR-UNCD988,RSP-IGMU-9856,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-139266,07-07-2015,20-Feb-20,25,07-Jul-15,CUST-764020,4463207.75,4765.81,Monthly,No,0.0,604.44,AGT-7898,July,Q3,2015,07-Jul-16,CLM-633524,TR-WHCD968,IPM-IGMU-9832,Surrendered,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-750534,19-08-2015,24-Nov-25,10,19-Aug-15,CUST-899159,660559.07,41404.66,Monthly,Yes,358579.49,5479.4,AGT-4980,August,Q3,2015,19-Aug-16,CLM-130388,TR-WHCD968,WLS-IGMU-9814,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-493391,20-02-2015,13-Sep-25,15,20-Feb-15,CUST-536809,1145129.8,45034.67,Quarterly,Yes,511281.23,6156.98,AGT-7898,February,Q1,2015,20-Feb-16,CLM-232159,TR-UNCD988,RSP-IGMU-9856,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-591638,23-07-2015,23-Aug-25,20,23-Jul-15,CUST-806715,3169192.45,65832.76,Annually,No,0.0,6535.19,AGT-4594,July,Q3,2015,23-Jul-16,CLM-857739,TR-UNCD988,RSP-IGMU-9856,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-727194,12-07-2015,28-Jul-25,10,12-Jul-15,CUST-265376,4755414.98,77001.9,Monthly,Yes,2116475.69,10480.17,AGT-5980,July,Q3,2015,12-Jul-16,CLM-790681,TR-ENDD989,ILG-IGMU-9829,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-445808,10-09-2015,10-Jul-25,10,10-Sep-15,CUST-540932,806859.26,7294.32,Quarterly,No,0.0,385.47,AGT-4980,September,Q3,2015,10-Sep-16,CLM-221972,TR-UNCD988,RSP-IGMU-9856,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-438786,17-09-2015,12-Apr-25,5,17-Sep-15,CUST-248557,847379.41,68075.16,Quarterly,Yes,547042.56,9990.9,AGT-4456,September,Q3,2015,17-Sep-16,CLM-766778,TR-WHCD968,FPP-IGMU-9813,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-966711,23-12-2015,12-Mar-25,20,23-Dec-15,CUST-833939,4967978.17,82278.25,Annually,No,0.0,5281.13,AGT-5467,December,Q4,2015,23-Dec-16,CLM-117019,TR-ENDD989,WBM-IGMU-9833,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-198730,02-12-2015,02-Dec-22,25,02-Dec-15,CUST-494185,4147594.4,50320.01,Quarterly,No,0.0,6380.41,AGT-1900,December,Q4,2015,02-Dec-16,CLM-748286,TR-WHCD968,WLS-IGMU-9814,Surrendered,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-826862,11-12-2015,03-Jan-25,15,11-Dec-15,CUST-106889,3643295.26,84078.67,Annually,Yes,1048417.02,9171.04,AGT-1498,December,Q4,2015,11-Dec-16,CLM-351877,TR-WHCD968,FPP-IGMU-9813,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-277361,08-07-2015,22-Nov-25,5,08-Jul-15,CUST-974857,2990931.98,54731.89,Monthly,No,0.0,8798.33,AGT-6578,July,Q3,2015,08-Jul-16,CLM-286493,TR-WHCD968,IPM-IGMU-9832,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-392723,23-10-2015,11-Apr-25,15,23-Oct-15,CUST-589491,1861784.55,53787.04,Quarterly,Yes,1061607.17,4721.63,AGT-5945,October,Q4,2015,23-Oct-16,CLM-962007,TR-WHCD968,FPP-IGMU-9813,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-721787,27-07-2015,09-Aug-25,10,27-Jul-15,CUST-777522,860388.6,26866.97,Monthly,Yes,410331.93,1844.2,AGT-2941,July,Q3,2015,27-Jul-16,CLM-878494,TR-ENDD989,ILG-IGMU-9829,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-964191,21-01-2015,07-Nov-25,20,21-Jan-15,CUST-823447,325630.22,8453.74,Monthly,No,0.0,1046.31,AGT-1900,January,Q1,2015,21-Jan-16,CLM-333316,TR-WHCD968,FPP-IGMU-9813,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-328129,18-02-2015,09-Nov-25,25,18-Feb-15,CUST-474290,3369060.93,74692.15,Monthly,Yes,940473.79,12703.03,AGT-4456,February,Q1,2015,18-Feb-16,CLM-311646,TR-WHCD968,FPP-IGMU-9813,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-655775,19-09-2015,26-Jan-25,20,19-Sep-15,CUST-483146,3900575.85,27963.87,Annually,Yes,1196072.6,3930.42,AGT-4456,September,Q3,2015,19-Sep-16,CLM-814304,TR-WHCD968,IPM-IGMU-9832,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-838255,01-10-2015,13-May-25,10,01-Oct-15,CUST-933510,1644975.05,82264.11,Monthly,No,0.0,10854.91,AGT-4509,October,Q4,2015,01-Oct-16,CLM-879086,TR-WHCD968,WLS-IGMU-9814,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-451730,23-04-2015,02-Jun-22,10,23-Apr-15,CUST-331375,4037397.4,1500.0,Quarterly,No,0.0,300.0,AGT-3488,April,Q2,2015,23-Apr-16,CLM-687731,TR-WHCD968,WLS-IGMU-9814,Surrendered,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-414214,08-01-2015,26-Aug-19,5,08-Jan-15,CUST-736382,3192278.63,5781.45,Quarterly,Yes,1331578.4,1129.83,AGT-4594,January,Q1,2015,08-Jan-16,CLM-449705,TR-ENDD989,ILG-IGMU-9829,Surrendered,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-514728,22-02-2015,14-Mar-23,20,22-Feb-15,CUST-571485,2373239.54,15928.82,Quarterly,No,0.0,2697.15,AGT-3567,February,Q1,2015,22-Feb-16,CLM-167715,TR-WHCD968,IPM-IGMU-9832,Surrendered,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-604789,07-11-2015,20-Sep-25,25,07-Nov-15,CUST-804603,3540760.12,54048.14,Quarterly,Yes,1916492.71,9563.36,AGT-5467,November,Q4,2015,07-Nov-16,CLM-912497,TR-ENDD989,SGT-IGMU-9812,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-117011,22-10-2015,17-Oct-25,10,22-Oct-15,CUST-409515,533996.56,74389.41,Monthly,No,0.0,11191.54,AGT-6578,October,Q4,2015,22-Oct-16,CLM-862602,TR-UNCD988,RSP-IGMU-9856,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-849425,21-11-2015,17-Jul-25,5,21-Nov-15,CUST-342163,100000.0,38025.4,Annually,No,0.0,6264.49,AGT-1498,November,Q4,2015,21-Nov-16,CLM-416062,TR-UNCD988,RSP-IGMU-9856,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-469673,12-01-2015,26-Jan-25,10,12-Jan-15,CUST-669939,1471549.59,9194.3,Annually,No,0.0,1212.25,AGT-5467,January,Q1,2015,12-Jan-16,CLM-285035,TR-ENDD989,ILG-IGMU-9829,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-448435,04-01-2015,01-Jun-25,25,04-Jan-15,CUST-627276,524685.48,61600.25,Quarterly,Yes,219224.05,7389.89,AGT-5945,January,Q1,2015,04-Jan-16,CLM-214304,TR-ENDD989,SGT-IGMU-9812,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-577701,12-01-2015,27-Dec-25,25,12-Jan-15,CUST-392042,4187378.52,60107.61,Monthly,No,0.0,3962.45,AGT-1498,January,Q1,2015,12-Jan-16,CLM-468058,TR-WHCD968,IPM-IGMU-9832,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-364007,05-05-2015,20-Feb-25,15,05-May-15,CUST-658442,4432678.05,56190.81,Monthly,No,0.0,7297.96,AGT-3150,May,Q2,2015,05-May-16,CLM-933582,TR-UNCD988,RSP-IGMU-9856,Active,Savanne,RMS4B9K2,ZMS5Q4R2
IGD-POL-658588,27-11-2015,04-Dec-25,15,27-Nov-15,CUST-991141,4076641.43,10145.08,Quarterly,No,0.0,624.73,AGT-4456,November,Q4,2015,27-Nov-16,CLM-410841,TR-UNCD988,UGM-IGMU-9834,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-700124,10-10-2015,05-Aug-25,5,10-Oct-15,CUST-219866,2339867.02,17910.89,Annually,Yes,1102084.74,2500.52,AGT-3488,October,Q4,2015,10-Oct-16,CLM-606978,TR-WHCD968,FPP-IGMU-9813,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-202138,28-11-2015,12-Mar-25,5,28-Nov-15,CUST-471852,913899.75,7569.76,Monthly,No,0.0,600.63,AGT-3488,November,Q4,2015,28-Nov-16,CLM-427169,TR-UNCD988,UGM-IGMU-9834,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-534580,18-01-2015,08-Jun-25,20,18-Jan-15,CUST-292906,1153424.56,34336.36,Quarterly,No,0.0,1644.99,AGT-2345,January,Q1,2015,18-Jan-16,CLM-701773,TR-UNCD988,RSP-IGMU-9856,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-890978,03-07-2015,04-Mar-25,10,03-Jul-15,CUST-845476,2770493.06,39372.46,Quarterly,No,0.0,5316.92,AGT-3488,July,Q3,2015,03-Jul-16,CLM-556636,TR-ENDD989,SGT-IGMU-9812,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-292707,20-07-2015,06-Mar-25,25,20-Jul-15,CUST-453642,4314372.47,67767.94,Monthly,No,0.0,10963.39,AGT-3488,July,Q3,2015,20-Jul-16,CLM-511382,TR-UNCD988,UGM-IGMU-9834,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-426767,15-02-2015,10-Jun-25,25,15-Feb-15,CUST-830322,3330865.73,33616.76,Quarterly,No,0.0,4774.52,AGT-4456,February,Q1,2015,15-Feb-16,CLM-519170,TR-ENDD989,SGT-IGMU-9812,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-110963,23-11-2015,12-Feb-25,15,23-Nov-15,CUST-645708,5225960.68,33126.72,Monthly,Yes,1471016.98,2064.74,AGT-4456,November,Q4,2015,23-Nov-16,CLM-408856,TR-WHCD968,WLS-IGMU-9814,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-968645,27-02-2015,26-Jul-25,25,27-Feb-15,CUST-162283,2377730.34,14373.73,Annually,Yes,950678.37,2087.67,AGT-1909,February,Q1,2015,27-Feb-16,CLM-340376,TR-ENDD989,ILG-IGMU-9829,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-234126,13-08-2015,03-Jun-25,25,13-Aug-15,CUST-417201,2260649.09,82085.6,Monthly,No,0.0,15111.21,AGT-4594,August,Q3,2015,13-Aug-16,CLM-552817,TR-ENDD989,WBM-IGMU-9833,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-153985,23-12-2015,24-Feb-21,15,23-Dec-15,CUST-554426,3824581.02,48080.94,Annually,Yes,2445437.96,3193.22,AGT-7898,December,Q4,2015,23-Dec-16,CLM-452863,TR-WHCD968,FPP-IGMU-9813,Surrendered,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-751233,28-02-2015,26-May-22,20,28-Feb-15,CUST-871399,4226665.65,42146.96,Annually,No,0.0,5788.97,AGT-1900,February,Q1,2015,28-Feb-16,CLM-670700,TR-UNCD988,RSP-IGMU-9856,Surrendered,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-437269,18-12-2015,07-Apr-25,15,18-Dec-15,CUST-544098,4558930.03,30811.54,Quarterly,Yes,1612597.52,3976.43,AGT-3567,December,Q4,2015,18-Dec-16,CLM-619358,TR-WHCD968,WLS-IGMU-9814,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-192697,13-02-2015,15-Dec-25,25,13-Feb-15,CUST-192476,4095860.52,45393.46,Monthly,No,0.0,7497.34,AGT-1465,February,Q1,2015,13-Feb-16,CLM-626507,TR-WHCD968,FPP-IGMU-9813,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-937513,02-09-2015,22-Aug-25,20,02-Sep-15,CUST-157367,2834427.2,33514.49,Quarterly,Yes,1068874.22,4202.49,AGT-2109,September,Q3,2015,02-Sep-16,CLM-578342,TR-ENDD989,WBM-IGMU-9833,Active,Black River,RMW8C6P3,ZMW3T7P8
IGD-POL-542784,22-04-2015,20-Mar-22,20,22-Apr-15,CUST-453026,1768601.65,56845.61,Monthly,Yes,871220.25,4637.38,AGT-1498,April,Q2,2015,22-Apr-16,CLM-258505,TR-WHCD968,FPP-IGMU-9813,Surrendered,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-438143,20-07-2015,11-Aug-25,25,20-Jul-15,CUST-867691,532947.49,56783.99,Quarterly,No,0.0,6966.29,AGT-4456,July,Q3,2015,20-Jul-16,CLM-799308,TR-WHCD968,WLS-IGMU-9814,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-319697,01-07-2015,16-May-25,5,01-Jul-15,CUST-992330,765963.7,86443.03,Quarterly,No,0.0,12618.56,AGT-2345,July,Q3,2015,01-Jul-16,CLM-746974,TR-ENDD989,SGT-IGMU-9812,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-759884,12-10-2015,02-May-25,25,12-Oct-15,CUST-627263,4380762.28,58927.99,Monthly,No,0.0,6337.32,AGT-2941,October,Q4,2015,12-Oct-16,CLM-386521,TR-UNCD988,UGM-IGMU-9834,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-249314,11-01-2015,08-Oct-18,10,11-Jan-15,CUST-760251,4415231.25,21206.0,Monthly,No,0.0,2169.42,AGT-3465,January,Q1,2015,11-Jan-16,CLM-498912,TR-ENDD989,ILG-IGMU-9829,Surrendered,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-576992,14-09-2015,08-Nov-25,15,14-Sep-15,CUST-669197,913600.96,41768.67,Quarterly,No,0.0,6580.91,AGT-2345,September,Q3,2015,14-Sep-16,CLM-289336,TR-UNCD988,UGM-IGMU-9834,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-332803,21-06-2015,19-Dec-25,10,21-Jun-15,CUST-179761,3560387.26,44066.03,Annually,Yes,1256647.05,2417.31,AGT-3465,June,Q2,2015,21-Jun-16,CLM-770297,TR-ENDD989,WBM-IGMU-9833,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-983021,16-09-2015,05-Nov-16,10,16-Sep-15,CUST-691162,4040742.65,29358.9,Annually,No,0.0,1447.12,AGT-5945,September,Q3,2015,16-Sep-16,CLM-892478,TR-WHCD968,WLS-IGMU-9814,Surrendered,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-998725,15-10-2015,28-Sep-25,20,15-Oct-15,CUST-492393,1178171.24,9538.61,Monthly,No,0.0,1615.19,AGT-3567,October,Q4,2015,15-Oct-16,CLM-371595,TR-ENDD989,WBM-IGMU-9833,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-120583,25-07-2015,12-Mar-25,25,25-Jul-15,CUST-371344,4956801.64,24313.41,Annually,No,0.0,2589.72,AGT-2109,July,Q3,2015,25-Jul-16,CLM-867581,TR-ENDD989,SGT-IGMU-9812,Active,Black River,RMW8C6P3,ZMW3T7P8
IGD-POL-535647,09-01-2015,03-Sep-25,10,09-Jan-15,CUST-314498,961255.57,43385.77,Annually,No,0.0,3462.96,AGT-2345,January,Q1,2015,09-Jan-16,CLM-632367,TR-WHCD968,FPP-IGMU-9813,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-662113,16-04-2015,06-Aug-25,25,16-Apr-15,CUST-632029,1717103.59,37031.55,Annually,Yes,445808.52,4064.62,AGT-5980,April,Q2,2015,16-Apr-16,CLM-733840,TR-ENDD989,ILG-IGMU-9829,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-672544,12-11-2015,15-May-25,10,12-Nov-15,CUST-801933,468840.01,44031.65,Quarterly,No,0.0,5559.22,AGT-3567,November,Q4,2015,12-Nov-16,CLM-108437,TR-WHCD968,IPM-IGMU-9832,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-835847,21-08-2015,10-Nov-25,10,21-Aug-15,CUST-609462,1944985.99,64449.58,Quarterly,No,0.0,7475.05,AGT-1465,August,Q3,2015,21-Aug-16,CLM-383541,TR-ENDD989,SGT-IGMU-9812,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-603098,06-09-2015,19-Feb-24,10,06-Sep-15,CUST-834928,1414066.14,27124.7,Monthly,No,0.0,2514.34,AGT-2345,September,Q3,2015,06-Sep-16,CLM-191353,TR-WHCD968,WLS-IGMU-9814,Surrendered,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-564212,12-04-2015,11-May-25,25,12-Apr-15,CUST-306933,1267271.07,2825.93,Annually,Yes,760753.58,511.16,AGT-1909,April,Q2,2015,12-Apr-16,CLM-916526,TR-WHCD968,FPP-IGMU-9813,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-823838,24-12-2015,16-Dec-25,5,24-Dec-15,CUST-200479,3920635.43,27914.2,Quarterly,Yes,1792069.29,2279.43,AGT-1900,December,Q4,2015,24-Dec-16,CLM-823685,TR-UNCD988,RSP-IGMU-9856,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-358188,25-11-2015,15-Mar-18,10,25-Nov-15,CUST-343006,297682.39,42247.86,Monthly,No,0.0,5701.99,AGT-3465,November,Q4,2015,25-Nov-16,CLM-643647,TR-WHCD968,IPM-IGMU-9832,Surrendered,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-658347,19-03-2015,15-Jan-25,25,19-Mar-15,CUST-507873,3982523.37,5459.24,Annually,Yes,1123393.71,578.63,AGT-4594,March,Q1,2015,19-Mar-16,CLM-953497,TR-UNCD988,UGM-IGMU-9834,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-922406,08-11-2015,27-Jun-17,10,08-Nov-15,CUST-743369,1926868.6,7627.37,Quarterly,No,0.0,306.62,AGT-2941,November,Q4,2015,08-Nov-16,CLM-342665,TR-WHCD968,FPP-IGMU-9813,Surrendered,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-784683,15-11-2015,09-Oct-25,10,15-Nov-15,CUST-327769,3382700.17,70908.96,Annually,No,0.0,9547.37,AGT-6578,November,Q4,2015,15-Nov-16,CLM-765925,TR-ENDD989,WBM-IGMU-9833,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-806164,18-02-2015,02-Sep-25,15,18-Feb-15,CUST-263267,4268535.98,1500.0,Quarterly,Yes,2139416.72,300.0,AGT-5467,February,Q1,2015,18-Feb-16,CLM-434486,TR-ENDD989,ILG-IGMU-9829,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-530738,20-05-2015,18-Feb-25,10,20-May-15,CUST-504613,3637608.21,68574.4,Annually,Yes,1984116.6,9748.1,AGT-3465,May,Q2,2015,20-May-16,CLM-173232,TR-ENDD989,ILG-IGMU-9829,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
